epoch,train_loss,val_loss,val_auc,lr,architecture,fold
13,0.35910371963135496,0.7015462517738342,0.6087962962962964,0.00025,GCN,3
14,0.34777501760842555,0.704612672328949,0.6064814814814814,0.00025,GCN,3
15,0.33173261449008645,0.708799421787262,0.6041666666666666,0.00025,GCN,3
16,0.3237144456295196,0.7105461955070496,0.6070601851851851,0.00025,GCN,3
17,0.3092009125355475,0.7144929766654968,0.6030092592592592,0.00025,GCN,3
18,0.2954781549776386,0.7192003726959229,0.6012731481481481,0.000125,GCN,3
19,0.2906159084000273,0.7203813195228577,0.6001157407407407,0.000125,GCN,3
20,0.27756886532206737,0.7239357233047485,0.6006944444444444,0.000125,GCN,3
0,0.7025257847229398,0.6863245368003845,0.5716783216783217,0.001,GCN,4
1,0.6622694323128118,0.6752394437789917,0.6421911421911423,0.001,GCN,4
2,0.6382378062578683,0.6661421656608582,0.6818181818181818,0.001,GCN,4
3,0.617680060827261,0.6630669832229614,0.6858974358974359,0.001,GCN,4
4,0.5997185730644272,0.6665231585502625,0.648018648018648,0.001,GCN,4
5,0.5751685248319863,0.6678232550621033,0.6328671328671329,0.001,GCN,4
6,0.5531521408753555,0.66542649269104,0.6404428904428905,0.001,GCN,4
7,0.5223394050786561,0.6813236474990845,0.6078088578088577,0.001,GCN,4
8,0.4847758701325912,0.6877555847167969,0.5984848484848484,0.001,GCN,4
9,0.44892370501550133,0.6841654777526855,0.6177156177156177,0.0005,GCN,4
10,0.41195467884417364,0.6879743933677673,0.6142191142191141,0.0005,GCN,4
11,0.393815797060094,0.6951828598976135,0.6124708624708625,0.0005,GCN,4
12,0.37214278169316,0.6965451240539551,0.6206293706293705,0.0005,GCN,4
13,0.35177270384182685,0.716687798500061,0.6066433566433567,0.0005,GCN,4
14,0.3368687806339612,0.7391711473464966,0.5944055944055943,0.0005,GCN,4
15,0.29854752834444714,0.7399276494979858,0.6031468531468531,0.00025,GCN,4
16,0.2724818392546344,0.7489446401596069,0.6002331002331003,0.00025,GCN,4
17,0.2597386161697672,0.7618434429168701,0.5932400932400932,0.00025,GCN,4
18,0.25789577674720787,0.7635417580604553,0.592074592074592,0.00025,GCN,4
19,0.25628087504294145,0.7601760625839233,0.5979020979020979,0.00025,GCN,4
20,0.23732709576656028,0.7646865248680115,0.6025641025641025,0.00025,GCN,4
21,0.21867617674873954,0.7566363215446472,0.606060606060606,0.000125,GCN,4
22,0.2230932879230534,0.7607523202896118,0.6066433566433566,0.000125,GCN,4
23,0.2255116884106923,0.7610293030738831,0.6113053613053612,0.000125,GCN,4
0,0.7071126311324364,0.6731165051460266,0.7055555555555555,0.001,GCN,5
1,0.6503441500109296,0.6600642800331116,0.7088888888888889,0.001,GCN,5
2,0.6220080422800641,0.6537176966667175,0.7072222222222222,0.001,GCN,5
3,0.593103708222855,0.6448343396186829,0.7088888888888889,0.001,GCN,5
4,0.5627275940983795,0.6481914520263672,0.6855555555555556,0.001,GCN,5
5,0.5347346136736315,0.653149425983429,0.665,0.001,GCN,5
6,0.4948697935703189,0.6520549058914185,0.6527777777777778,0.001,GCN,5
7,0.45998632006866985,0.6568450331687927,0.6472222222222223,0.0005,GCN,5
8,0.4212015146432921,0.6608759760856628,0.6422222222222222,0.0005,GCN,5
9,0.4002398564371952,0.6641558408737183,0.638888888888889,0.0005,GCN,5
10,0.38441173420395963,0.6704643964767456,0.635,0.0005,GCN,5
11,0.3497125263824019,0.6812623739242554,0.6200000000000001,0.0005,GCN,5
12,0.31345653949781904,0.6861847043037415,0.6083333333333333,0.0005,GCN,5
13,0.2997362052285394,0.6929023265838623,0.6077777777777778,0.00025,GCN,5
14,0.27936847196068876,0.6971808075904846,0.605,0.00025,GCN,5
15,0.25738385042478873,0.7036893963813782,0.595,0.00025,GCN,5
16,0.24552002133325088,0.706454336643219,0.5927777777777778,0.00025,GCN,5
17,0.23740394240201906,0.7134523391723633,0.5877777777777777,0.00025,GCN,5
18,0.23018697666567425,0.717991828918457,0.585,0.00025,GCN,5
19,0.21105990437574165,0.7190821170806885,0.5861111111111111,0.000125,GCN,5
20,0.1957073610189349,0.722798228263855,0.585,0.000125,GCN,5
21,0.198691405182661,0.7261488437652588,0.58,0.000125,GCN,5
0,0.7135080655852517,0.6902133226394653,0.5424063116370808,0.001,GCN,6
1,0.6586324664262625,0.6855143308639526,0.5675542406311638,0.001,GCN,6
2,0.627708871285994,0.6805678009986877,0.5882642998027614,0.001,GCN,6
3,0.6031149514428862,0.682352602481842,0.5897435897435898,0.001,GCN,6
4,0.5843598515122801,0.6931105852127075,0.5754437869822486,0.001,GCN,6
5,0.5493566420052077,0.7089110016822815,0.5448717948717948,0.001,GCN,6
6,0.5183076432773045,0.7174257040023804,0.5364891518737672,0.001,GCN,6
7,0.4819184260053949,0.7252168655395508,0.5448717948717948,0.001,GCN,6
8,0.44145378601420054,0.7301071286201477,0.5527613412228796,0.001,GCN,6
9,0.39972822613768527,0.7464073896408081,0.5542406311637081,0.0005,GCN,6
10,0.34714308020832774,0.7674928903579712,0.5498027613412229,0.0005,GCN,6
11,0.3145474686727419,0.7813405990600586,0.5473372781065089,0.0005,GCN,6
12,0.2856783830857539,0.7937270402908325,0.5502958579881656,0.0005,GCN,6
13,0.2600131028301113,0.8023799061775208,0.554240631163708,0.0005,GCN,6
14,0.2332715269300964,0.8119997978210449,0.5616370808678501,0.0005,GCN,6
15,0.21083657230649674,0.8328505158424377,0.5586785009861933,0.00025,GCN,6
16,0.19940876305758298,0.8380244374275208,0.5626232741617357,0.00025,GCN,6
17,0.18693705508997152,0.8482115864753723,0.5655818540433926,0.00025,GCN,6
18,0.17123452287453872,0.8519327044487,0.5621301775147929,0.00025,GCN,6
19,0.16061865235422992,0.8570736646652222,0.5660749506903353,0.00025,GCN,6
20,0.15376661783391302,0.8673827648162842,0.5680473372781065,0.00025,GCN,6
21,0.14254588609213356,0.8787431716918945,0.5665680473372782,0.000125,GCN,6
22,0.13863185801348843,0.8812416195869446,0.5636094674556213,0.000125,GCN,6
23,0.13705287529872015,0.8878440856933594,0.5660749506903353,0.000125,GCN,6
0,0.7130180247960854,0.6752145290374756,0.6835664335664335,0.001,GAT,0
1,0.6554980857854883,0.6697160005569458,0.6590909090909091,0.001,GAT,0
2,0.6309624038794249,0.6674484610557556,0.6497668997668997,0.001,GAT,0
3,0.60688311365796,0.6717585921287537,0.6328671328671328,0.001,GAT,0
4,0.5822543485647241,0.6736067533493042,0.6293706293706294,0.001,GAT,0
5,0.5561609588721007,0.6738906502723694,0.6293706293706294,0.001,GAT,0
6,0.5296954662057929,0.6760599613189697,0.6334498834498834,0.0005,GAT,0
7,0.493491886605669,0.6756174564361572,0.62995337995338,0.0005,GAT,0
8,0.4778051727487962,0.6811267733573914,0.62995337995338,0.0005,GAT,0
9,0.44092051806406674,0.6883859038352966,0.6235431235431236,0.0005,GAT,0
10,0.4107356276757047,0.6958129405975342,0.6235431235431236,0.0005,GAT,0
11,0.4067236947689172,0.7076714634895325,0.62004662004662,0.0005,GAT,0
12,0.37538104042906056,0.7104411721229553,0.6247086247086246,0.00025,GAT,0
13,0.3503456434454443,0.7143198251724243,0.6276223776223776,0.00025,GAT,0
14,0.3358120111540365,0.7165177464485168,0.6317016317016316,0.00025,GAT,0
15,0.3205955438203322,0.7231146693229675,0.631118881118881,0.00025,GAT,0
16,0.3154675744451425,0.7311521768569946,0.627039627039627,0.00025,GAT,0
17,0.3079395821807608,0.7393383383750916,0.6235431235431236,0.00025,GAT,0
18,0.27871900175633385,0.7490633130073547,0.6194638694638693,0.000125,GAT,0
19,0.2631944817268596,0.75406414270401,0.6194638694638694,0.000125,GAT,0
20,0.2652110819370005,0.7584802508354187,0.6182983682983683,0.000125,GAT,0
0,0.6967186595633303,0.6802982091903687,0.6447704081632653,0.001,GAT,1
1,0.6509918445035031,0.6693334579467773,0.6639030612244897,0.001,GAT,1
2,0.6255926869971096,0.6638039946556091,0.65625,0.001,GAT,1
3,0.6032043675151033,0.6607261896133423,0.6651785714285715,0.001,GAT,1
4,0.5793287082353243,0.655503511428833,0.6817602040816326,0.001,GAT,1
5,0.5471359821665028,0.6490393280982971,0.6913265306122449,0.001,GAT,1
6,0.5221730569383308,0.6479803919792175,0.6964285714285714,0.001,GAT,1
7,0.4822813397959659,0.6445133686065674,0.7021683673469388,0.001,GAT,1
8,0.44147872980165037,0.6443056464195251,0.7059948979591837,0.001,GAT,1
9,0.3951048170080864,0.6571595668792725,0.7085459183673469,0.001,GAT,1
10,0.34809668311393666,0.6528018116950989,0.7155612244897959,0.001,GAT,1
11,0.3054599450099579,0.6539572477340698,0.7251275510204082,0.001,GAT,1
12,0.25970165297711967,0.6515610218048096,0.7295918367346939,0.001,GAT,1
13,0.21008820015210486,0.7075852155685425,0.7085459183673469,0.001,GAT,1
14,0.17007659537135264,0.7085890173912048,0.7110969387755103,0.001,GAT,1
15,0.13710576300466024,0.7450155019760132,0.6996173469387755,0.001,GAT,1
16,0.11543069193975844,0.726966381072998,0.7123724489795918,0.001,GAT,1
17,0.09476350630769051,0.7479029893875122,0.7117346938775511,0.001,GAT,1
18,0.0759796191802704,0.801339864730835,0.7168367346938775,0.0005,GAT,1
19,0.06422946429104998,0.7801818251609802,0.7193877551020408,0.0005,GAT,1
20,0.06624102149585452,0.7473838925361633,0.7244897959183674,0.0005,GAT,1
21,0.053560098817704634,0.747993528842926,0.7238520408163266,0.0005,GAT,1
22,0.049251621652498336,0.7715593576431274,0.7193877551020408,0.0005,GAT,1
23,0.05235235609875375,0.8388771414756775,0.7059948979591836,0.0005,GAT,1
24,0.04177095694899928,0.860276997089386,0.7053571428571429,0.00025,GAT,1
25,0.04149991559908486,0.8711622953414917,0.7098214285714286,0.00025,GAT,1
26,0.03517640913741507,0.8601247668266296,0.7053571428571428,0.00025,GAT,1
27,0.04032707952493485,0.8255730271339417,0.7104591836734694,0.00025,GAT,1
28,0.0338609935629294,0.8373302221298218,0.7117346938775511,0.00025,GAT,1
29,0.02982703238241259,0.8264387845993042,0.7110969387755102,0.00025,GAT,1
30,0.03363041307534965,0.8297317624092102,0.7168367346938775,0.000125,GAT,1
31,0.03431384550874632,0.8322881460189819,0.7142857142857143,0.000125,GAT,1
32,0.03433428170741896,0.8405023813247681,0.7130102040816326,0.000125,GAT,1
0,0.7090012079161854,0.6887708306312561,0.540991902834008,0.001,GAT,2
1,0.6639170032357771,0.6827696561813354,0.5875506072874495,0.001,GAT,2
2,0.6450052795968015,0.6809220314025879,0.5885627530364372,0.001,GAT,2
3,0.6162290974911873,0.6802875995635986,0.5890688259109311,0.001,GAT,2
4,0.6008862891237051,0.6770861148834229,0.6052631578947368,0.001,GAT,2
5,0.5717454687134469,0.6763785481452942,0.6158906882591093,0.001,GAT,2
6,0.5398823745071389,0.6792171597480774,0.617914979757085,0.001,GAT,2
7,0.5167314034982644,0.6841490864753723,0.6128542510121457,0.001,GAT,2
8,0.47479095116963294,0.691860556602478,0.5926113360323887,0.001,GAT,2
9,0.4290884126361698,0.6947574615478516,0.5936234817813766,0.001,GAT,2
10,0.38479476843371696,0.7002266049385071,0.6007085020242915,0.001,GAT,2
11,0.3408422838678599,0.68784099817276,0.6179149797570851,0.001,GAT,2
12,0.2966125848233534,0.708101212978363,0.618421052631579,0.001,GAT,2
13,0.23902995158038765,0.7297264337539673,0.6007085020242915,0.001,GAT,2
14,0.20326334101077906,0.7423558831214905,0.6052631578947367,0.001,GAT,2
15,0.15454469496659248,0.7714291214942932,0.6088056680161944,0.001,GAT,2
16,0.1293173757145664,0.8014526963233948,0.5900809716599191,0.001,GAT,2
17,0.09817735008210525,0.8317001461982727,0.5794534412955465,0.001,GAT,2
18,0.07609422125109058,0.8411234617233276,0.5956477732793523,0.0005,GAT,2
19,0.05670770237995389,0.8625283241271973,0.5915991902834008,0.0005,GAT,2
20,0.06372214277848227,0.8797770738601685,0.5890688259109311,0.0005,GAT,2
21,0.05211188578796586,0.8848320841789246,0.5814777327935223,0.0005,GAT,2
22,0.04422104697996195,0.8902891278266907,0.5875506072874493,0.0005,GAT,2
23,0.0373335868576775,0.8931422829627991,0.5946356275303644,0.0005,GAT,2
24,0.03290951994966332,0.9008280634880066,0.5946356275303644,0.00025,GAT,2
25,0.03567909108978128,0.9082309007644653,0.5956477732793524,0.00025,GAT,2
26,0.028444031818995567,0.9176252484321594,0.5915991902834008,0.00025,GAT,2
27,0.02714718105712475,0.9214743971824646,0.5910931174089068,0.00025,GAT,2
28,0.026537651886182907,0.927176833152771,0.5926113360323886,0.00025,GAT,2
29,0.025511233789799605,0.9324718713760376,0.590587044534413,0.00025,GAT,2
30,0.024090261958684762,0.9402397871017456,0.590080971659919,0.000125,GAT,2
31,0.02565401229581959,0.9450685381889343,0.5931174089068825,0.000125,GAT,2
32,0.02852927266638259,0.9443362951278687,0.5915991902834008,0.000125,GAT,2
0,0.6946759141847759,0.6747275590896606,0.6921296296296297,0.001,GAT,3
1,0.659641180566685,0.6736387014389038,0.6689814814814815,0.001,GAT,3
2,0.6341053675748631,0.6678606271743774,0.662037037037037,0.001,GAT,3
3,0.6116855569228441,0.663929283618927,0.6608796296296295,0.001,GAT,3
4,0.5872431061938851,0.663480818271637,0.6568287037037036,0.001,GAT,3
5,0.5588173723506357,0.6664080023765564,0.6446759259259259,0.001,GAT,3
6,0.5217592609142829,0.6768009066581726,0.6209490740740741,0.0005,GAT,3
7,0.4924671664209423,0.6748964786529541,0.634837962962963,0.0005,GAT,3
8,0.46087799422041387,0.675774872303009,0.6359953703703705,0.0005,GAT,3
9,0.44696028146915096,0.6741530299186707,0.648726851851852,0.0005,GAT,3
10,0.41642366697688304,0.6694397926330566,0.6440972222222223,0.0005,GAT,3
11,0.39203658289538174,0.6716898083686829,0.6417824074074074,0.0005,GAT,3
12,0.37907120567595887,0.6896881461143494,0.6226851851851851,0.00025,GAT,3
13,0.34306456014781656,0.6923878192901611,0.6203703703703703,0.00025,GAT,3
14,0.33078005517314296,0.6950222253799438,0.615162037037037,0.00025,GAT,3
15,0.32451752274336215,0.6964471936225891,0.609375,0.00025,GAT,3
16,0.30396663161095033,0.6977701187133789,0.6157407407407408,0.00025,GAT,3
17,0.29132545476188204,0.6974987983703613,0.6180555555555556,0.00025,GAT,3
18,0.2745122010122516,0.7003017067909241,0.619212962962963,0.000125,GAT,3
19,0.2689819750850072,0.7020249366760254,0.6197916666666666,0.000125,GAT,3
20,0.26791865044011326,0.702966570854187,0.6215277777777779,0.000125,GAT,3
0,0.7136579168603775,0.6961585879325867,0.4883449883449884,0.001,GAT,4
1,0.6762076331851693,0.6858475804328918,0.574009324009324,0.001,GAT,4
2,0.6548425910320688,0.6793838739395142,0.6107226107226107,0.001,GAT,4
3,0.6316353555508297,0.67295902967453,0.6311188811188813,0.001,GAT,4
4,0.6119755812691338,0.6709374785423279,0.6287878787878788,0.001,GAT,4
5,0.5906698413895256,0.6777635812759399,0.6101398601398602,0.001,GAT,4
6,0.5664937595828325,0.6827437877655029,0.6008158508158509,0.001,GAT,4
7,0.5353460322759797,0.6825484037399292,0.5891608391608392,0.001,GAT,4
8,0.506082924122506,0.6903386116027832,0.5757575757575757,0.001,GAT,4
9,0.4675369945702944,0.7011062502861023,0.574009324009324,0.0005,GAT,4
10,0.429825944922253,0.7006142735481262,0.5891608391608392,0.0005,GAT,4
11,0.40324161851659734,0.71274334192276,0.5786713286713286,0.0005,GAT,4
12,0.3840011665342789,0.7198113799095154,0.5763403263403264,0.0005,GAT,4
13,0.36733830754155444,0.7283239960670471,0.5798368298368298,0.0005,GAT,4
14,0.33486400322711213,0.7392382025718689,0.5710955710955711,0.0005,GAT,4
15,0.30874466687712626,0.7618314623832703,0.5687645687645688,0.00025,GAT,4
16,0.29882178263098996,0.7748671174049377,0.5611888111888113,0.00025,GAT,4
17,0.2904034841205574,0.7863132953643799,0.548951048951049,0.00025,GAT,4
18,0.2646324026276638,0.8083477020263672,0.5396270396270396,0.00025,GAT,4
19,0.2558196333766346,0.8311408162117004,0.5384615384615384,0.00025,GAT,4
20,0.23977366560860608,0.8235887885093689,0.5501165501165501,0.00025,GAT,4
21,0.22720346597552663,0.81898432970047,0.5571095571095571,0.000125,GAT,4
22,0.22455601720280924,0.8219165205955505,0.5576923076923077,0.000125,GAT,4
23,0.2164952195161744,0.8273623585700989,0.5506993006993006,0.000125,GAT,4
0,0.6986721088719923,0.6839888691902161,0.5694444444444444,0.001,GAT,5
1,0.6514024374096893,0.6777439713478088,0.5961111111111111,0.001,GAT,5
2,0.6214909636697104,0.673366904258728,0.5922222222222222,0.001,GAT,5
3,0.5886671972829242,0.6773079037666321,0.5977777777777777,0.001,GAT,5
4,0.5596535441487335,0.6829362511634827,0.5855555555555555,0.001,GAT,5
5,0.5276971196019372,0.6809432506561279,0.5883333333333333,0.001,GAT,5
6,0.4819221773812937,0.6781659126281738,0.5972222222222222,0.001,GAT,5
7,0.434201680643614,0.6917572021484375,0.5844444444444444,0.001,GAT,5
8,0.38706004342367484,0.7025271058082581,0.5777777777777777,0.001,GAT,5
9,0.3391029772370361,0.724992036819458,0.5666666666666667,0.0005,GAT,5
10,0.28841647990914276,0.7318146228790283,0.5649999999999998,0.0005,GAT,5
11,0.2598436668861744,0.7443966269493103,0.566111111111111,0.0005,GAT,5
12,0.23839324608791707,0.7589290142059326,0.566111111111111,0.0005,GAT,5
13,0.20524931993595388,0.7775973677635193,0.5588888888888888,0.0005,GAT,5
14,0.19111247949822005,0.783735454082489,0.5555555555555556,0.0005,GAT,5
15,0.17792288716449295,0.8058968186378479,0.5549999999999999,0.00025,GAT,5
16,0.151554832278296,0.8141685724258423,0.5511111111111111,0.00025,GAT,5
17,0.14976662397384644,0.8248425722122192,0.5533333333333333,0.00025,GAT,5
18,0.13432078825872998,0.828951358795166,0.5555555555555555,0.00025,GAT,5
19,0.13194134588851486,0.8401939868927002,0.5555555555555556,0.00025,GAT,5
20,0.11863201510074527,0.8533757925033569,0.5516666666666667,0.00025,GAT,5
21,0.11657000974167225,0.8671353459358215,0.5527777777777778,0.000125,GAT,5
22,0.10694506279257841,0.8702114224433899,0.5494444444444444,0.000125,GAT,5
23,0.11053864103417065,0.8779692649841309,0.5494444444444444,0.000125,GAT,5
0,0.7158366985373444,0.6856067776679993,0.5912228796844181,0.001,GAT,6
1,0.6651266983577183,0.6819885969161987,0.6232741617357002,0.001,GAT,6
2,0.6429351280023764,0.6802629232406616,0.6193293885601577,0.001,GAT,6
3,0.6060126312486418,0.6768568754196167,0.6153846153846154,0.001,GAT,6
4,0.5831919731674614,0.6793091297149658,0.6134122287968442,0.001,GAT,6
5,0.5544558488405668,0.6950828433036804,0.5877712031558185,0.001,GAT,6
6,0.5171132867152874,0.702128529548645,0.5956607495069033,0.001,GAT,6
7,0.477682569197246,0.7097141742706299,0.5922090729783038,0.0005,GAT,6
8,0.4450030431642637,0.7084487676620483,0.5961538461538461,0.0005,GAT,6
9,0.4214990309306553,0.7048318982124329,0.6099605522682445,0.0005,GAT,6
10,0.39715744178373735,0.7080848813056946,0.613905325443787,0.0005,GAT,6
11,0.3691216707229614,0.7164051532745361,0.6079881656804733,0.0005,GAT,6
12,0.3468588073175032,0.7213165760040283,0.6025641025641026,0.0005,GAT,6
13,0.30706005306034295,0.7253145575523376,0.6045364891518737,0.00025,GAT,6
14,0.2932575685637338,0.7274003028869629,0.6070019723865878,0.00025,GAT,6
15,0.2826851426245092,0.7318073511123657,0.6124260355029586,0.00025,GAT,6
16,0.2689481541350648,0.7387897372245789,0.6084812623274162,0.00025,GAT,6
17,0.2543257378287368,0.7435054779052734,0.604043392504931,0.00025,GAT,6
18,0.244517649268056,0.7486582398414612,0.6025641025641026,0.00025,GAT,6
19,0.233510251556124,0.7514771819114685,0.6074950690335306,0.000125,GAT,6
20,0.21665933040472177,0.7530543208122253,0.6074950690335307,0.000125,GAT,6
21,0.2131346528019224,0.7561662197113037,0.6055226824457594,0.000125,GAT,6
0,0.6890083587421751,0.6757310628890991,0.6136363636363636,0.001,SAGE,0
1,0.6328775864713502,0.6746400594711304,0.6258741258741258,0.001,SAGE,0
2,0.5948263088021754,0.6784067749977112,0.6194638694638694,0.001,SAGE,0
3,0.5561877490890711,0.6715441346168518,0.6328671328671328,0.001,SAGE,0
4,0.5232881359823521,0.6752349734306335,0.6142191142191142,0.001,SAGE,0
5,0.4593100375819422,0.6746560335159302,0.6334498834498834,0.001,SAGE,0
6,0.4068584153119171,0.7005057334899902,0.6264568764568765,0.001,SAGE,0
7,0.3487171637867873,0.7453364133834839,0.5815850815850816,0.001,SAGE,0
8,0.27248486705416997,0.740437924861908,0.6089743589743589,0.001,SAGE,0
9,0.2230438848006401,0.7776261568069458,0.6008158508158508,0.001,SAGE,0
10,0.15957258268065322,0.804351806640625,0.6078088578088578,0.001,SAGE,0
11,0.1098533768623257,0.8575031757354736,0.606060606060606,0.0005,SAGE,0
12,0.09805203528562702,0.8673927187919617,0.606060606060606,0.0005,SAGE,0
13,0.07080714247017829,0.8927836418151855,0.594988344988345,0.0005,SAGE,0
14,0.06764291017527306,0.9484227895736694,0.5763403263403264,0.0005,SAGE,0
15,0.06326888821276293,0.9842744469642639,0.5769230769230769,0.0005,SAGE,0
16,0.043078381219299175,1.006747841835022,0.5745920745920746,0.0005,SAGE,0
17,0.035748763634539084,1.0117084980010986,0.574009324009324,0.00025,SAGE,0
18,0.03728740380970013,0.9968132376670837,0.5862470862470863,0.00025,SAGE,0
