nodes,edges,density,components,avg_degree,avg_strength,clustering,transitivity,global_efficiency,local_efficiency,path_length,builder,distance_metric,subject_id,site,session,run,window
190,3591,0.2,1,37.8,24.58212655406249,0.3346074715124807,0.5121501416953028,0.5796714007240282,0.7209433634943656,0.6155125450072133,MST_PT_v1.0,1-|r|,1018959,KKI,1,1,14
190,3591,0.2,1,37.8,23.760188645438145,0.30609538896817234,0.4952966230605415,0.5858535226956236,0.7111933907206546,0.6366772410166492,MST_PT_v1.0,1-|r|,1018959,KKI,1,1,15
190,3591,0.2,1,37.8,23.61644396625067,0.3048787544009832,0.49840694352889475,0.5860995080293316,0.7087366053851343,0.641849932322692,MST_PT_v1.0,1-|r|,1018959,KKI,1,1,16
190,3591,0.2,1,37.8,23.093744186351174,0.2893005200489022,0.49462326593526157,0.5878214053652618,0.7045050878150476,0.6611136188765351,MST_PT_v1.0,1-|r|,1018959,KKI,1,1,17
190,3591,0.2,1,37.8,22.637058637644117,0.27427913181275454,0.4497789543694005,0.5926111575234331,0.6971024812632901,0.6672608226595799,MST_PT_v1.0,1-|r|,1018959,KKI,1,1,18
190,3591,0.2,1,37.8,22.66364990598277,0.276537266361613,0.4487203412423354,0.5917757356353803,0.6995833290122062,0.6663235091011162,MST_PT_v1.0,1-|r|,1018959,KKI,1,1,19
190,3591,0.2,1,37.8,23.137739043486746,0.28740011842896257,0.4844206301218304,0.5899378074816645,0.6989102520583153,0.6615253322488317,MST_PT_v1.0,1-|r|,1018959,KKI,1,1,20
190,3591,0.2,1,37.8,24.561624891506998,0.3262136522067488,0.5116886654614794,0.5783393669358496,0.7151244834996721,0.6182286972390082,MST_PT_v1.0,1-|r|,1018959,KKI,1,1,21
190,3591,0.2,1,37.8,24.827009109446877,0.34671598744197546,0.5196080286033181,0.5792119186855914,0.7323939748583157,0.6118935029608266,MST_PT_v1.0,1-|r|,1018959,KKI,1,1,22
190,3591,0.2,1,37.8,24.843625808389564,0.3410397616468016,0.5136809169566744,0.579629629629613,0.7294669000094394,0.6018555501980624,MST_PT_v1.0,1-|r|,1018959,KKI,1,1,23
190,3591,0.2,1,37.8,22.737279511439173,0.28461148047274165,0.4469772901115712,0.5910981156595153,0.7062020341440145,0.6609980858142447,MST_PT_v1.0,1-|r|,1019436,KKI,1,1,0
190,3591,0.2,1,37.8,23.342871447927074,0.2958393750180184,0.45527862154956295,0.5924719205420911,0.7122263281175627,0.6311417485837052,MST_PT_v1.0,1-|r|,1019436,KKI,1,1,1
190,3591,0.2,1,37.8,24.058642566831487,0.32087264532133003,0.4888041113598386,0.585194467650599,0.7214444976343217,0.6199641358450707,MST_PT_v1.0,1-|r|,1019436,KKI,1,1,2
190,3591,0.2,1,37.8,24.1215500361041,0.3238431546644854,0.4859002588171669,0.5866239673257203,0.7273990742938504,0.6141096403425499,MST_PT_v1.0,1-|r|,1019436,KKI,1,1,3
190,3591,0.2,1,37.8,23.81795517017967,0.3176851260928002,0.4865320929291908,0.5861876914508471,0.7196390279217589,0.6286168988452785,MST_PT_v1.0,1-|r|,1019436,KKI,1,1,4
190,3591,0.2,1,37.8,23.493519633067283,0.31006295024574687,0.47664956267481906,0.588851759027196,0.7171628392043498,0.6373422376377873,MST_PT_v1.0,1-|r|,1019436,KKI,1,1,5
190,3591,0.2,1,37.8,23.60522539709744,0.30067268455235324,0.4758000796445074,0.5885640025990877,0.7164099946127082,0.6315469116146801,MST_PT_v1.0,1-|r|,1019436,KKI,1,1,6
190,3591,0.2,1,37.8,22.153521406336836,0.2641141126791485,0.42013493685119924,0.5949410563445606,0.6933723839948158,0.6781043593497105,MST_PT_v1.0,1-|r|,1019436,KKI,1,1,7
190,3591,0.2,1,37.8,21.71204384345757,0.25194942295914086,0.4099860087288826,0.5969182214796231,0.6870557322800657,0.6914115509426517,MST_PT_v1.0,1-|r|,1019436,KKI,1,1,8
190,3591,0.2,1,37.8,21.55626677964863,0.23886810134448372,0.39218899163615123,0.5975122992666833,0.6847225220104748,0.689826339934736,MST_PT_v1.0,1-|r|,1019436,KKI,1,1,9
190,3591,0.2,1,37.8,21.93634234949162,0.2606389040361736,0.4139465562452985,0.595665088647541,0.6968821802416963,0.6826303892316874,MST_PT_v1.0,1-|r|,1019436,KKI,1,1,10
190,3591,0.2,1,37.8,23.82113935570968,0.31019937542046766,0.5001584424473654,0.5879884897428677,0.7217606534307989,0.6303796215198127,MST_PT_v1.0,1-|r|,1019436,KKI,1,1,11
190,3591,0.2,1,37.8,24.483899873181393,0.32949446697163765,0.5115280911241953,0.583105912930462,0.7260570252579518,0.6071356642282763,MST_PT_v1.0,1-|r|,1019436,KKI,1,1,12
190,3591,0.2,1,37.8,24.259498484511123,0.3173951764823431,0.4998359630824084,0.5826325071938964,0.7201019921818722,0.6108186671176816,MST_PT_v1.0,1-|r|,1019436,KKI,1,1,13
190,3591,0.2,1,37.8,24.534081659191532,0.3348907189062122,0.5123296892185086,0.5794857514155594,0.7215402986611198,0.608625457314056,MST_PT_v1.0,1-|r|,1019436,KKI,1,1,14
190,3591,0.2,1,37.8,24.882349529391842,0.3348533177677824,0.5265243690467913,0.5776942355889544,0.7232162731439563,0.5972807416541435,MST_PT_v1.0,1-|r|,1019436,KKI,1,1,15
190,3591,0.2,1,37.8,23.4907486865395,0.29992907544211367,0.4730886075949367,0.5886939571150043,0.712498774514166,0.6347224636202037,MST_PT_v1.0,1-|r|,1019436,KKI,1,1,16
190,3591,0.2,1,37.8,22.993619086554176,0.28642712458276887,0.45573152041498016,0.5909867260744398,0.7098754189703623,0.651089553101353,MST_PT_v1.0,1-|r|,1019436,KKI,1,1,17
190,3591,0.2,1,37.8,22.44949655093645,0.2675065498239708,0.44029503890067695,0.5937621832358668,0.699655410570818,0.6727572861271494,MST_PT_v1.0,1-|r|,1019436,KKI,1,1,18
190,3591,0.2,1,37.8,22.129759005496375,0.2584927134042738,0.4269924734508712,0.5948667966211807,0.6959255602568547,0.6805216654301088,MST_PT_v1.0,1-|r|,1019436,KKI,1,1,19
190,3591,0.2,1,37.8,22.190533929749538,0.26624863132871607,0.4314347581783546,0.594950338809986,0.6967092104977435,0.6778525637554544,MST_PT_v1.0,1-|r|,1019436,KKI,1,1,20
190,3591,0.2,1,37.8,23.08906780199001,0.2972324491846122,0.4592462120716072,0.5910052910052926,0.7123279523132151,0.6465288358739212,MST_PT_v1.0,1-|r|,1019436,KKI,1,1,21
190,3591,0.2,1,37.8,23.376552704447196,0.3010964321500499,0.4838231244837167,0.5876960920820601,0.7106769612933895,0.6471426290062867,MST_PT_v1.0,1-|r|,1019436,KKI,1,1,22
190,3591,0.2,1,37.8,23.962175168489154,0.32077724949905073,0.48733844304177937,0.5839598997493756,0.7259378447879314,0.6249931510561723,MST_PT_v1.0,1-|r|,1019436,KKI,1,1,23
190,3591,0.2,1,37.8,23.17200975637687,0.2777723720365162,0.45652304508894304,0.5910656270305338,0.7010464131736138,0.6448428568120322,MST_PT_v1.0,1-|r|,1043241,KKI,1,1,0
190,3591,0.2,1,37.8,23.296527407984986,0.290480650180329,0.4619813472319897,0.5895572263993261,0.7060737443761359,0.6427971944374747,MST_PT_v1.0,1-|r|,1043241,KKI,1,1,1
190,3591,0.2,1,37.8,22.799425245586196,0.2798951530320589,0.45572237941742216,0.5909681611435991,0.6998356617091243,0.6632693992372145,MST_PT_v1.0,1-|r|,1043241,KKI,1,1,2
190,3591,0.2,1,37.8,22.82375887444145,0.2875715390664003,0.4549403899942473,0.5918871252204583,0.7076650047005237,0.6592401267940439,MST_PT_v1.0,1-|r|,1043241,KKI,1,1,3
190,3591,0.2,1,37.8,21.495244406085266,0.2422503779015775,0.40150297825183545,0.596890374083356,0.6821252377743983,0.697868825366191,MST_PT_v1.0,1-|r|,1043241,KKI,1,1,4
190,3591,0.2,1,37.8,21.386545295778074,0.23398202940006216,0.38835324232081914,0.5976329713171805,0.679225078694398,0.6984406013254401,MST_PT_v1.0,1-|r|,1043241,KKI,1,1,5
190,3591,0.2,1,37.8,21.376072912467155,0.23599319019969406,0.3951460584801965,0.5978650329527516,0.6798899293911458,0.7017301220875269,MST_PT_v1.0,1-|r|,1043241,KKI,1,1,6
190,3591,0.2,1,37.8,21.82874816530629,0.2527219001784801,0.4227659005329328,0.5962127541074869,0.6907890442909356,0.6941695139106686,MST_PT_v1.0,1-|r|,1043241,KKI,1,1,7
190,3591,0.2,1,37.8,22.46738591633345,0.27670251484924707,0.4463603638262208,0.5947554070361045,0.7038708628279268,0.6709080091959518,MST_PT_v1.0,1-|r|,1043241,KKI,1,1,8
190,3591,0.2,1,37.8,22.399749705979698,0.27706556172464325,0.45047357164680724,0.5935950988582516,0.7071479293698104,0.6789737529639778,MST_PT_v1.0,1-|r|,1043241,KKI,1,1,9
190,3591,0.2,1,37.8,22.450617101317956,0.27911008077322896,0.4473605238030282,0.5936136637890969,0.7039565019354882,0.6735907106106077,MST_PT_v1.0,1-|r|,1043241,KKI,1,1,10
190,3591,0.2,1,37.8,22.80210517237061,0.2790345180576754,0.46462662348327083,0.5918221479624953,0.700417128538146,0.6687539706436647,MST_PT_v1.0,1-|r|,1043241,KKI,1,1,11
190,3591,0.2,1,37.8,23.125242483929583,0.2848273672463061,0.48479424142593264,0.5897335932423614,0.6977746904784075,0.6628448241004635,MST_PT_v1.0,1-|r|,1043241,KKI,1,1,12
190,3591,0.2,1,37.8,22.68511432001465,0.28269898721881126,0.49632305508966584,0.588805346700077,0.7064798780978948,0.6858485197745403,MST_PT_v1.0,1-|r|,1043241,KKI,1,1,13
190,3591,0.2,1,37.8,22.992408643584504,0.28986824842521536,0.4817459660209327,0.5888146291655008,0.7122734737695529,0.6654575331484631,MST_PT_v1.0,1-|r|,1043241,KKI,1,1,14
190,3591,0.2,1,37.8,22.82400986646351,0.28197182820413025,0.455520804465735,0.5921099043906,0.7040864440053484,0.6593894695993321,MST_PT_v1.0,1-|r|,1043241,KKI,1,1,15
190,3591,0.2,1,37.8,22.59168335858144,0.27718218923834415,0.4535350375699653,0.5929731736749217,0.6982257536683218,0.670895428934392,MST_PT_v1.0,1-|r|,1043241,KKI,1,1,16
190,3591,0.2,1,37.8,22.570159488916396,0.2789080506110152,0.4471441154549766,0.5932330827067614,0.7060958231625039,0.6706537761817035,MST_PT_v1.0,1-|r|,1043241,KKI,1,1,17
190,3591,0.2,1,37.8,22.14438928020628,0.2621973178112808,0.42945493526840933,0.5939199851480516,0.6968713692416926,0.6836873844552259,MST_PT_v1.0,1-|r|,1043241,KKI,1,1,18
190,3591,0.2,1,37.8,21.924557738868813,0.256195806852727,0.42182698764778903,0.5947646895015233,0.6931060305310126,0.6871931902697013,MST_PT_v1.0,1-|r|,1043241,KKI,1,1,19
190,3591,0.2,1,37.8,22.366534911645086,0.27028943441672226,0.4347098776628978,0.5932702125684548,0.7039576352857547,0.6756461658042243,MST_PT_v1.0,1-|r|,1043241,KKI,1,1,20
190,3591,0.2,1,37.8,22.046022536252675,0.2625884146105954,0.42459029859941677,0.5946068875893387,0.6972360768362059,0.6855297512660881,MST_PT_v1.0,1-|r|,1043241,KKI,1,1,21
190,3591,0.2,1,37.8,21.63604569309636,0.2495357820308506,0.4071449516176327,0.5956001113895811,0.6911985682283072,0.6940528901032968,MST_PT_v1.0,1-|r|,1043241,KKI,1,1,22
190,3591,0.2,1,37.8,22.018038397086293,0.2568220504663102,0.42361421892965584,0.5961570593149526,0.6916540753807303,0.6788123707640507,MST_PT_v1.0,1-|r|,1043241,KKI,1,1,23
190,3591,0.2,1,37.8,22.861554744682813,0.2806518479548953,0.48873737651436006,0.5874686716791921,0.6983203071237835,0.6791036401957531,MST_PT_v1.0,1-|r|,1266183,KKI,1,1,0
190,3591,0.2,1,37.8,22.91098848142122,0.2905253288407404,0.48691166909951794,0.5858256752993504,0.6969509132690959,0.6767896228150649,MST_PT_v1.0,1-|r|,1266183,KKI,1,1,1
190,3591,0.2,1,37.8,22.856289146762144,0.28628573058579604,0.48552397161731126,0.5860438132367858,0.7048244713392693,0.6770939499480052,MST_PT_v1.0,1-|r|,1266183,KKI,1,1,2
190,3591,0.2,1,37.8,22.758997783849114,0.2828358382989058,0.4762894365091822,0.5882623224728433,0.7033735713817685,0.6759059390610753,MST_PT_v1.0,1-|r|,1266183,KKI,1,1,3
190,3591,0.2,1,37.8,22.77311516623748,0.2828475566698041,0.4676835178289037,0.5889167362851508,0.6991323378480699,0.6736482316074648,MST_PT_v1.0,1-|r|,1266183,KKI,1,1,4
190,3591,0.2,1,37.8,22.389162990921424,0.2753934626201062,0.45777402173699416,0.5923234010953236,0.6991269947861158,0.6852738355783592,MST_PT_v1.0,1-|r|,1266183,KKI,1,1,5
190,3591,0.2,1,37.8,21.893602386901254,0.25885679196689143,0.4290098573896548,0.5943655434883464,0.6882774767454494,0.6921514256174469,MST_PT_v1.0,1-|r|,1266183,KKI,1,1,6
190,3591,0.2,1,37.8,21.477363562270213,0.24196856760375815,0.4008346816474199,0.5971410006497697,0.683448436353263,0.6997738150526507,MST_PT_v1.0,1-|r|,1266183,KKI,1,1,7
190,3591,0.2,1,37.8,21.697649713566427,0.24452680173439326,0.40223962151917997,0.5963427086234087,0.6852570839772835,0.6880013814944472,MST_PT_v1.0,1-|r|,1266183,KKI,1,1,8
190,3591,0.2,1,37.8,21.746294566518383,0.24406505914954274,0.42133732923887407,0.5953587672885903,0.6864963546136609,0.691782988062213,MST_PT_v1.0,1-|r|,1266183,KKI,1,1,9
190,3591,0.2,1,37.8,22.09536349334215,0.2567866219566061,0.42241944976222207,0.5955351341316238,0.6934909337684851,0.67996309047222,MST_PT_v1.0,1-|r|,1266183,KKI,1,1,10
190,3591,0.2,1,37.8,21.73745312627993,0.24216093472157485,0.4122131197528104,0.5955908289241619,0.6887783233194422,0.6935226517329804,MST_PT_v1.0,1-|r|,1266183,KKI,1,1,11
190,3591,0.2,1,37.8,21.564348942668815,0.25106234889624535,0.4146657209946083,0.5961570593149518,0.6870481594842132,0.6989170153421201,MST_PT_v1.0,1-|r|,1266183,KKI,1,1,12
190,3591,0.2,1,37.8,21.551166952283758,0.2407434626993712,0.3994646756356977,0.5972709551656907,0.6853278945439607,0.6945372445259343,MST_PT_v1.0,1-|r|,1266183,KKI,1,1,13
190,3591,0.2,1,37.8,22.16002926544139,0.2617010436700789,0.42897085930865936,0.5952009653764008,0.7002123416573796,0.676616546832828,MST_PT_v1.0,1-|r|,1266183,KKI,1,1,14
190,3591,0.2,1,37.8,22.163198291314277,0.2563948171742055,0.4279711435817587,0.5956001113895828,0.6927599635933531,0.6789629827681706,MST_PT_v1.0,1-|r|,1266183,KKI,1,1,15
190,3591,0.2,1,37.8,21.721309110992834,0.2484967222961513,0.4185051310814741,0.5961106469878363,0.6897618143329867,0.6931337683604508,MST_PT_v1.0,1-|r|,1266183,KKI,1,1,16
190,3591,0.2,1,37.8,21.51586202257558,0.2437819278581027,0.40960203658253574,0.5971595655806158,0.6853877246628467,0.7005373755576252,MST_PT_v1.0,1-|r|,1266183,KKI,1,1,17
190,3591,0.2,1,37.8,22.063343126836575,0.26229157237952194,0.43729682462335373,0.5949039264828687,0.6964538094970534,0.6888783911050644,MST_PT_v1.0,1-|r|,1266183,KKI,1,1,18
190,3591,0.2,1,37.8,25.555746860253183,0.343217827252036,0.5306069427304452,0.5764828738512879,0.7258039799553995,0.5714674586905838,MST_PT_v1.0,1-|r|,1535233,KKI,1,1,0
190,3591,0.2,1,37.8,25.905981213168094,0.3560296038344782,0.5479299307858522,0.5703193168105444,0.7317861726141014,0.5685005304674623,MST_PT_v1.0,1-|r|,1535233,KKI,1,1,1
190,3591,0.2,1,37.8,25.71885729149768,0.36028702122464396,0.5459002328716754,0.5717534577183637,0.7402307535819916,0.5750087424494436,MST_PT_v1.0,1-|r|,1535233,KKI,1,1,2
190,3591,0.2,1,37.8,25.92028629466107,0.36171257841507926,0.5549771037556805,0.5705829388285513,0.7338687903187131,0.5702313589604908,MST_PT_v1.0,1-|r|,1535233,KKI,1,1,3
190,3591,0.2,1,37.8,25.691892264391246,0.3640084952432539,0.5628022961958795,0.5684721061913951,0.7312363941211715,0.588156655577689,MST_PT_v1.0,1-|r|,1535233,KKI,1,1,4
190,3591,0.2,1,37.8,25.057508028808392,0.3493433277336777,0.534190093708166,0.5767010117887229,0.7356491147159687,0.5959987326539415,MST_PT_v1.0,1-|r|,1535233,KKI,1,1,5
190,3591,0.2,1,37.8,23.30944830806632,0.29329161951781163,0.4607773757226977,0.5918128654970661,0.7139836176899749,0.636931597203871,MST_PT_v1.0,1-|r|,1535233,KKI,1,1,6
190,3591,0.2,1,37.8,22.83832519211267,0.2912317954008781,0.451177801437317,0.5919706674092583,0.7119323282479467,0.6556316781628267,MST_PT_v1.0,1-|r|,1535233,KKI,1,1,7
190,3591,0.2,1,37.8,22.580368376719324,0.27082232707054665,0.42397751013025614,0.5958043256288851,0.6987167229751342,0.6566385585446439,MST_PT_v1.0,1-|r|,1535233,KKI,1,1,8
190,3591,0.2,1,37.8,22.471919291584115,0.27450893032404583,0.42632219780834957,0.5948203842940659,0.7045816060324814,0.6623391715755239,MST_PT_v1.0,1-|r|,1535233,KKI,1,1,9
190,3591,0.2,1,37.8,23.020559177900616,0.2804837731415967,0.4300004194103091,0.5944305207463081,0.7086229648315386,0.6392572838179217,MST_PT_v1.0,1-|r|,1535233,KKI,1,1,10
190,3591,0.2,1,37.8,22.271382023786245,0.2613990839268012,0.4081602623391911,0.5959714100064978,0.6945980811856984,0.663597393082364,MST_PT_v1.0,1-|r|,1535233,KKI,1,1,11
190,3591,0.2,1,37.8,22.246709256109437,0.26524386979472936,0.41938513555819923,0.5950988582567521,0.703253348164923,0.6672768147301786,MST_PT_v1.0,1-|r|,1535233,KKI,1,1,12
190,3591,0.2,1,37.8,22.588888279701536,0.2633985313115783,0.42313856611907097,0.5949503388099876,0.7006517848368116,0.6563372132788791,MST_PT_v1.0,1-|r|,1535233,KKI,1,1,13
190,3591,0.2,1,37.8,23.13943074722039,0.2864372728788716,0.45886540629834544,0.591497261672698,0.7081687941024044,0.6478363319131798,MST_PT_v1.0,1-|r|,1535233,KKI,1,1,14
190,3591,0.2,1,37.8,24.3381385960077,0.3156660222285976,0.5114903109213124,0.5826696370556034,0.722007634275315,0.6111059487812103,MST_PT_v1.0,1-|r|,1535233,KKI,1,1,15
190,3591,0.2,1,37.8,24.387738539670643,0.31866955504350436,0.5061471089613464,0.5826000185649282,0.7248216213388246,0.6110109858279174,MST_PT_v1.0,1-|r|,1535233,KKI,1,1,16
190,3591,0.2,1,37.8,24.323579625079507,0.3179011509584198,0.49736018228636003,0.5840573656363106,0.7236026005587861,0.6087814976530996,MST_PT_v1.0,1-|r|,1535233,KKI,1,1,17
190,3591,0.2,1,37.8,24.17270138138219,0.3174457336457458,0.5007976423882996,0.5839227698876812,0.7223255069250694,0.6184548320427674,MST_PT_v1.0,1-|r|,1535233,KKI,1,1,18
190,3591,0.2,1,37.8,24.117920941428135,0.3170595270498847,0.47809720252675003,0.5867446393762165,0.7185725510379496,0.6149243534125847,MST_PT_v1.0,1-|r|,1535233,KKI,1,1,19
190,3591,0.2,1,37.8,23.67653955472143,0.31349675770270774,0.471630003390439,0.5897057458460977,0.7200054154690507,0.6275931829995878,MST_PT_v1.0,1-|r|,1535233,KKI,1,1,20
190,3591,0.2,1,37.8,23.56118853217677,0.3040156607542039,0.4716810860651718,0.5894411955815433,0.717142516279726,0.631746653680913,MST_PT_v1.0,1-|r|,1535233,KKI,1,1,21
190,3591,0.2,1,37.8,23.02554943090991,0.2912147305366973,0.4727175834459811,0.5909403137473315,0.7116886110589371,0.6565056914076172,MST_PT_v1.0,1-|r|,1535233,KKI,1,1,22
190,3591,0.2,1,37.8,22.31866957858989,0.26134763512405534,0.4392467078996874,0.5954051796157065,0.6954324996872786,0.6721652682379938,MST_PT_v1.0,1-|r|,1535233,KKI,1,1,23
190,3591,0.2,1,37.8,22.502670910797622,0.2815376813684274,0.439567100746472,0.5940313747331276,0.7041318033250452,0.6677406872689841,MST_PT_v1.0,1-|r|,1541812,KKI,1,1,0
190,3591,0.2,1,37.8,22.498556736268494,0.27856239116361936,0.43794419851358485,0.5930103035366154,0.7033218136851848,0.6676175215107523,MST_PT_v1.0,1-|r|,1541812,KKI,1,1,1
190,3591,0.2,1,37.8,21.68440131984259,0.24752805125896768,0.39901946952595935,0.5971410006497706,0.6865807542022222,0.6892167705192901,MST_PT_v1.0,1-|r|,1541812,KKI,1,1,2
190,3591,0.2,1,37.8,22.204775696365456,0.25657355764662454,0.4162065015331216,0.5951638355147065,0.6964841700300842,0.6688018993543271,MST_PT_v1.0,1-|r|,1541812,KKI,1,1,3
190,3591,0.2,1,37.8,22.61663844522677,0.2753570776950333,0.43755092538703294,0.5938271604938256,0.7081976189271374,0.658109365685409,MST_PT_v1.0,1-|r|,1541812,KKI,1,1,4
190,3591,0.2,1,37.8,22.745568582572435,0.2863513180298832,0.4636188403136556,0.5913858720876257,0.7066846897118799,0.6658409310479378,MST_PT_v1.0,1-|r|,1541812,KKI,1,1,5
190,3591,0.2,1,37.8,22.836258590535113,0.29673894002907825,0.4786523234171425,0.5871066555277071,0.714526370710071,0.6701137605532734,MST_PT_v1.0,1-|r|,1541812,KKI,1,1,6
190,3591,0.2,1,37.8,22.506659480145103,0.27307852110445274,0.4605625032432152,0.5925183328692093,0.6988663459196983,0.6730064388122841,MST_PT_v1.0,1-|r|,1541812,KKI,1,1,7
190,3591,0.2,1,37.8,22.260924484227832,0.26944163324265763,0.4526877845841386,0.5925276153346314,0.6980382802962474,0.6851722174834753,MST_PT_v1.0,1-|r|,1541812,KKI,1,1,8
190,3591,0.2,1,37.8,21.99834048371566,0.2671630347092587,0.438566157951343,0.5940870695256636,0.7007018286285778,0.6919062957711221,MST_PT_v1.0,1-|r|,1541812,KKI,1,1,9
190,3591,0.2,1,37.8,23.02927024050763,0.28143545383749874,0.45230329387130547,0.5923141186299065,0.7012874101317162,0.6498046726494637,MST_PT_v1.0,1-|r|,1541812,KKI,1,1,10
190,3591,0.2,1,37.8,24.071422753208562,0.3185619524390871,0.4931442998640513,0.5858720876264681,0.7179937118774778,0.6211562048489255,MST_PT_v1.0,1-|r|,1541812,KKI,1,1,11
190,3591,0.2,1,37.8,24.3756224770295,0.3250228103860852,0.49315447379338956,0.5857606980413921,0.724484481825548,0.6081333084811543,MST_PT_v1.0,1-|r|,1541812,KKI,1,1,12
190,3591,0.2,1,37.8,24.971440445121967,0.3557717678760238,0.5159119432420665,0.5795739348370776,0.7362430989900585,0.5943379023818045,MST_PT_v1.0,1-|r|,1541812,KKI,1,1,13
190,3591,0.2,1,37.8,24.914257884025574,0.3505172840607009,0.5191169473784375,0.5804325628886822,0.7332627465578241,0.5973097447863,MST_PT_v1.0,1-|r|,1541812,KKI,1,1,14
190,3591,0.2,1,37.8,25.374127515366204,0.3592692440885176,0.5095206454674893,0.580051981806355,0.7382452022367567,0.5706275218876249,MST_PT_v1.0,1-|r|,1541812,KKI,1,1,15
190,3591,0.2,1,37.8,25.08343650667291,0.36522348498605256,0.5186964341157931,0.5730854915065368,0.7486688463564064,0.5919618399154506,MST_PT_v1.0,1-|r|,1541812,KKI,1,1,16
190,3591,0.2,1,37.8,26.010002141249807,0.3894236836006146,0.542758084967843,0.5668931588229741,0.7458423419561774,0.5623440514431461,MST_PT_v1.0,1-|r|,1541812,KKI,1,1,17
190,3591,0.2,1,37.8,26.463956311501956,0.38884942971346803,0.5636926164395016,0.5642764318202863,0.7401774111722911,0.5509471423942642,MST_PT_v1.0,1-|r|,1541812,KKI,1,1,18
190,3591,0.2,1,37.8,24.234123389344468,0.3216488570207071,0.5181513017358472,0.5829016986911582,0.7168172394607072,0.6213297063346296,MST_PT_v1.0,1-|r|,1577042,KKI,1,1,0
190,3591,0.2,1,37.8,24.592839048410717,0.3359132001181732,0.5204975159941385,0.5800334168755137,0.7297515149219242,0.6046262476876465,MST_PT_v1.0,1-|r|,1577042,KKI,1,1,1
190,3591,0.2,1,37.8,24.901071370902816,0.34289114450982366,0.5310190476760399,0.5770862341037764,0.7254948633218109,0.6029281612426516,MST_PT_v1.0,1-|r|,1577042,KKI,1,1,2
190,3591,0.2,1,37.8,25.024971753045133,0.33978336587673413,0.5343379140800482,0.5759816207184613,0.7235543094448373,0.6007550132204915,MST_PT_v1.0,1-|r|,1577042,KKI,1,1,3
190,3591,0.2,1,37.8,25.2468289695288,0.3494812322657723,0.5556185223700969,0.5754153903276681,0.7360218709200065,0.599015954642268,MST_PT_v1.0,1-|r|,1577042,KKI,1,1,4
190,3591,0.2,1,37.8,24.880163146320143,0.3471496533655301,0.5357354840962257,0.5757077879884842,0.7322804681174269,0.6089390817275455,MST_PT_v1.0,1-|r|,1577042,KKI,1,1,5
